function_type, m, n, sparsity, sparsity_pattern, generation_time, TF_setup, tacotensor_init, tacotensor_insert, B_pack, c_pack, t_compile, t_assemble, t_compute, TF_setup2, tacotensor_init2, tacotensor_insert2, B_pack2, c_pack2, t_compile2, t_assemble2, t_compute2, computation_time
split_func2, 2000, 2000, 0.01, ratio_based, 0.228446006775, 0.0, 0.0583729743958, 5.44315290451, 18.6759471893, 0.268664121628, 0.0, 0.0, 0.0, 0.0097451210022, 0.0502200126648, 0.17990899086, 0.0, 0.267661094666, 52.4123008251, 0.0318338871002, 0.0681388378143, 0.106820106506
split_func2, 10000, 10000, 0.01, ratio_based, 5.85989308357, 0.0, 0.0817070007324, 123.132304907, 478.120362043, 1.37840604782, 0.0, 0.0, 0.0, 0.0177509784698, 0.0751609802246, 0.897626876831, 0.0, 1.36175298691, 57.2753698826, 0.0386831760406, 1.30099201202, 1.00251293182
