function_type, m, n, sparsity, sparsity_pattern, generation_time, TF_setup, tacotensor_init, tacotensor_insert, B_pack, c_pack, t_compile, t_assemble, t_compute, TF_setup2, tacotensor_init2, tacotensor_insert2, B_pack2, c_pack2, t_compile2, t_assemble2, t_compute2, format, computation_time, computation_time2, memory_usage
tf_sparse_matmul_func5, 1000, 1000, 0.01, ratio_based, 0.0603680610657, , , , , , , , , , , , , , , , , -1, 0.00940608978271, 0.0102100372314, 168000
tf_sparse_matmul_func5, 1000, 1000, 0.02, ratio_based, 0.114348173141, , , , , , , , , , , , , , , , , -1, 0.0124959945679, 0.0103559494019, 328000
tf_sparse_matmul_func5, 1000, 1000, 0.03, ratio_based, 0.1664249897, , , , , , , , , , , , , , , , , -1, 0.0161221027374, 0.0104289054871, 488000
tf_sparse_matmul_func5, 1000, 1000, 0.04, ratio_based, 0.229518175125, , , , , , , , , , , , , , , , , -1, 0.019140958786, 0.0106840133667, 648000
tf_sparse_matmul_func5, 1000, 1000, 0.05, ratio_based, 0.281912088394, , , , , , , , , , , , , , , , , -1, 0.0216388702393, 0.0107619762421, 808000
tf_sparse_matmul_func5, 1000, 1000, 0.06, ratio_based, 0.366244077682, , , , , , , , , , , , , , , , , -1, 0.0259909629822, 0.0108289718628, 968000
tf_sparse_matmul_func5, 1000, 1000, 0.07, ratio_based, 0.441691160202, , , , , , , , , , , , , , , , , -1, 0.0274469852448, 0.0108580589294, 1128000
split_func2, 1000, 1000, 0.01, ratio_based, 0.0560719966888, 0.0, 0.0562648773193, 1.4280359745, 5.05451393127, 0.130442857742, 0.0, 0.0, 0.0, 0.0112931728363, 0.0493350028992, 0.00531411170959, 0.0, 0.0, 53.4374477863, 0.0368051528931, 0.0302720069885, 1, 0.023029088974, 0.0652461051941, 132016
split_func2, 1000, 1000, 0.02, ratio_based, 0.112347126007, 0.0, 0.0517039299011, 2.74857997894, 9.12567710876, 0.132499933243, 0.0, 0.0, 0.0, 0.0110960006714, 0.0451219081879, 0.00505304336548, 0.0, 0.0, 53.3888540268, 0.037850856781, 0.0433559417725, 1, 0.0317749977112, 0.0655250549316, 252016
split_func2, 1000, 1000, 0.03, ratio_based, 0.172027111053, 0.0, 0.059189081192, 3.81182599068, 13.2681269646, 0.131139039993, 0.0, 0.0, 0.0, 0.0114629268646, 0.043576002121, 0.0055570602417, 0.0, 0.0, 53.5107851028, 0.0357899665833, 0.0524749755859, 1, 0.0407857894897, 0.0655410289764, 372016
split_func2, 1000, 1000, 0.04, ratio_based, 0.230342149734, 0.0, 0.0568389892578, 5.40816688538, 17.4290468693, 0.131412982941, 0.0, 0.0, 0.0, 0.0109770298004, 0.0490369796753, 0.00516581535339, 0.0, 0.0, 53.6110858917, 0.039293050766, 0.0627229213715, 1, 0.0485308170319, 0.0651371479034, 492016
split_func2, 1000, 1000, 0.05, ratio_based, 0.294062137604, 0.0, 0.0664110183716, 6.71589589119, 21.4994599819, 0.131093025208, 0.0, 0.0, 0.0, 0.0118749141693, 0.0432300567627, 0.00591802597046, 0.0, 0.0, 53.6438450813, 0.0373599529266, 0.0746109485626, 1, 0.0574779510498, 0.0888910293579, 612016
split_func2, 1000, 1000, 0.06, ratio_based, 0.371531009674, 0.0, 0.0540809631348, 7.77920103073, 25.969135046, 0.132790088654, 0.0, 0.0, 0.0, 0.0164279937744, 0.0550191402435, 0.00561285018921, 0.0, 0.0, 53.6075429916, 0.0382509231567, 0.0841460227966, 1, 0.0676259994507, 0.0657980442047, 732016
split_func2, 1000, 1000, 0.07, ratio_based, 0.435497999191, 0.0, 0.0569989681244, 9.38980698586, 30.044039011, 0.13378405571, 0.0, 0.0, 0.0, 0.0118641853333, 0.0474991798401, 0.00568985939026, 0.0, 0.0, 53.8365001678, 0.0373930931091, 0.0974450111389, 1, 0.0746011734009, 0.0660049915314, 852016
tf_sparse_matmul_func5, 4000, 4000, 0.01, ratio_based, 0.944798946381, , , , , , , , , , , , , , , , , -1, 0.055764913559, 0.0121891498566, 2592000
tf_sparse_matmul_func5, 4000, 4000, 0.02, ratio_based, 1.91740512848, , , , , , , , , , , , , , , , , -1, 0.116827011108, 0.0146560668945, 5152000
tf_sparse_matmul_func5, 4000, 4000, 0.03, ratio_based, 2.71903395653, , , , , , , , , , , , , , , , , -1, 0.178248882294, 0.0161671638489, 7712000
tf_sparse_matmul_func5, 4000, 4000, 0.04, ratio_based, 3.67269802094, , , , , , , , , , , , , , , , , -1, 0.207268953323, 0.0181651115417, 10272000
tf_sparse_matmul_func5, 4000, 4000, 0.05, ratio_based, 4.67545795441, , , , , , , , , , , , , , , , , -1, 0.258520126343, 0.0202460289001, 12832000
tf_sparse_matmul_func5, 4000, 4000, 0.06, ratio_based, 5.55699801445, , , , , , , , , , , , , , , , , -1, 0.326574087143, 0.0243470668793, 15392000
