function_type, m, n, sparsity, sparsity_pattern, generation_time, TF_setup, tacotensor_init, tacotensor_insert, B_pack, c_pack, t_compile, t_assemble, t_compute, computation_time
varmatmul_func, 50, 50, 0.01, ratio_based, 0.000176906585693, 0.0115300416946, 0.052913069725, 0.0233989953995, 0.081071972847, 0.0143420696259, 55.477140069, 0.0352810621262, 0.0117249488831, 0.0648481845856
varmatmul_func, 50, 50, 0.01, ratio_based, 0.000175952911377, 0.0108499526978, 0.0500160455704, 0.0239619016647, 0.0612280368805, 0.0148079395294, 52.9539250135, 0.0385880470276, 0.0100849866867, 0.0623922348022
varmatmul_func, 50, 50, 0.01, ratio_based, 0.000179052352905, 0.010950088501, 0.041247010231, 0.0241279602051, 0.0564969778061, 0.0146480798721, 59.1135140657, 0.0353629589081, 0.00985705852509, 0.0686190128326
varmatmul_func, 50, 50, 0.01, ratio_based, 0.000176906585693, 0.0108059644699, 0.0512189865112, 0.0249800682068, 0.0574539899826, 0.0144259929657, 54.5261150599, 0.0435540676117, 0.00881493091583, 0.0639560222626
varmatmul_func, 50, 50, 0.01, n_per_line, 0.000798940658569, 0.0111759901047, 0.0444630384445, 0.0232870578766, 0.110702037811, 0.0170940160751, 54.9379029274, 0.0371890068054, 0.0105710029602, 0.0642261505127
varmatmul_func, 50, 50, 0.01, n_per_line, 0.000818967819214, 0.0111130475998, 0.0654439926147, 0.0234570503235, 0.0579869747162, 0.014270067215, 52.7352069616, 0.0391519069672, 0.00854599475861, 0.0616209506989
varmatmul_func, 50, 50, 0.01, n_per_line, 0.000811100006104, 0.0106039047241, 0.0688509941101, 0.0249710083008, 0.0692299604416, 0.014907002449, 57.1551129818, 0.0333269834518, 0.00932598114014, 0.0660769939423
varmatmul_func, 50, 50, 0.01, n_per_line, 0.000820159912109, 0.0111490488052, 0.0438849925995, 0.0267640352249, 0.0601760149002, 0.0148279666901, 56.0934510231, 0.0468529462814, 0.0102630853653, 0.0654768943787
varmatmul_func, 50, 50, 0.03, ratio_based, 0.000178098678589, 0.0110149383545, 0.0523729324341, 0.0292469263077, 0.0921900272369, 0.0148270130157, 55.3481359482, 0.0392910242081, 0.0109660625458, 0.0648009777069
varmatmul_func, 50, 50, 0.03, ratio_based, 0.000179052352905, 0.0110160112381, 0.052512049675, 0.0299450159073, 0.0920079946518, 0.0147980451584, 52.9360650778, 0.0381259918213, 0.00880801677704, 0.0619640350342
varmatmul_func, 50, 50, 0.03, ratio_based, 0.000179052352905, 0.0107849836349, 0.0419200658798, 0.0295170545578, 0.0956799983978, 0.0146069526672, 57.7155969143, 0.0377309322357, 0.0105209350586, 0.0670981407166
varmatmul_func, 50, 50, 0.03, ratio_based, 0.000181913375854, 0.0109289884567, 0.0511509180069, 0.0299189090729, 0.0846439599991, 0.0146999359131, 54.1056439877, 0.0340509414673, 0.0093629360199, 0.0636279582977
varmatmul_func, 50, 50, 0.03, n_per_line, 0.000807046890259, 0.0109879970551, 0.0553209781647, 0.0302040576935, 0.0905910730362, 0.0146420001984, 55.6901140213, 0.034047961235, 0.0123701095581, 0.064945936203
varmatmul_func, 50, 50, 0.03, n_per_line, 0.000783920288086, 0.0103440284729, 0.040323972702, 0.0312020778656, 0.0916839838028, 0.0144460201263, 52.7383129597, 0.033753991127, 0.0098729133606, 0.0621349811554
varmatmul_func, 50, 50, 0.03, n_per_line, 0.000813007354736, 0.011617064476, 0.0423139333725, 0.0312950611115, 0.0957580804825, 0.0151759386063, 59.101864934, 0.0349069833755, 0.0101779699326, 0.0685648918152
varmatmul_func, 50, 50, 0.03, n_per_line, 0.000833988189697, 0.0132780075073, 0.0538220405579, 0.0320019721985, 0.0885390043259, 0.0150250196457, 54.5048489571, 0.0399730205536, 0.00938391685486, 0.0639641284943
varmatmul_func, 50, 50, 0.05, ratio_based, 0.000185012817383, 0.0113300085068, 0.0530940294266, 0.0377620458603, 0.109153985977, 0.0145250558853, 56.210021019, 0.046905040741, 0.0120669603348, 0.065927028656
varmatmul_func, 50, 50, 0.05, ratio_based, 0.000180006027222, 0.0110329389572, 0.0524669885635, 0.0341529846191, 0.110298037529, 0.0146639347076, 52.8417220116, 0.0371700525284, 0.0107350349426, 0.0619239807129
varmatmul_func, 50, 50, 0.05, ratio_based, 0.000180006027222, 0.0111041069031, 0.0425899028778, 0.0348759889603, 0.108814001083, 0.0151900053024, 59.7886469364, 0.046089887619, 0.0120220184326, 0.0694479942322
varmatmul_func, 50, 50, 0.05, ratio_based, 0.000175952911377, 0.0109339952469, 0.0518959760666, 0.0371799468994, 0.12583398819, 0.0159159898758, 54.4432560205, 0.0430569648743, 0.010293006897, 0.0636630058289
varmatmul_func, 50, 50, 0.05, n_per_line, 0.000843048095703, 0.0107539892197, 0.0526169538498, 0.0351129770279, 0.101135015488, 0.0147930383682, 55.414528966, 0.0429960489273, 0.0122549533844, 0.0647699832916
varmatmul_func, 50, 50, 0.05, n_per_line, 0.000802993774414, 0.0108419656754, 0.0536940097809, 0.0376590490341, 0.115966916084, 0.0146279335022, 53.1942899227, 0.0371049642563, 0.00898694992065, 0.0622148513794
varmatmul_func, 50, 50, 0.05, n_per_line, 0.000809192657471, 0.0130420923233, 0.0518590211868, 0.0341039896011, 0.111680030823, 0.0152390003204, 57.6448600292, 0.0394660234451, 0.0109839439392, 0.0670268535614
varmatmul_func, 50, 50, 0.05, n_per_line, 0.00080394744873, 0.0114889144897, 0.0510439872742, 0.0382580757141, 0.118187069893, 0.015084028244, 54.1006590128, 0.0380479097366, 0.00952100753784, 0.0633821487427
