function_type, m, n, sparsity, sparsity_pattern, generation_time, TF_setup, tacotensor_init, tacotensor_insert, B_pack, c_pack, t_compile, t_assemble, t_compute, computation_time
tf_noop_func, 100, 100, 0.3, n_per_line, 0.00160813331604, , , , , , , , , 0.0062849521637, 
tf_noop_func, 100, 100, 0.5, ratio_based, 0.000329971313477, , , , , , , , , 0.00618815422058, 
tf_noop_func, 100, 100, 0.5, n_per_line, 0.00163698196411, , , , , , , , , 0.00614404678345, 
tf_noop_func, 100, 100, 0.75, ratio_based, 0.000332832336426, , , , , , , , , 0.00593400001526, 
tf_noop_func, 100, 100, 0.75, n_per_line, 0.00153207778931, , , , , , , , , 0.00628590583801, 
tf_noop_func, 100, 100, 1.0, ratio_based, 0.000263214111328, , , , , , , , , 0.00600981712341, 
tf_noop_func, 100, 100, 1.0, n_per_line, 0.00144910812378, , , , , , , , , 0.006187915802, 
tf_noop_func, 500, 500, 0.01, ratio_based, 0.00540995597839, , , , , , , , , 0.015527009964, 
tf_noop_func, 500, 500, 0.01, n_per_line, 0.0136840343475, , , , , , , , , 0.015419960022, 
tf_noop_func, 500, 500, 0.03, ratio_based, 0.00548005104065, , , , , , , , , 0.015368938446, 
tf_noop_func, 500, 500, 0.03, n_per_line, 0.0136399269104, , , , , , , , , 0.0158970355988, 
tf_noop_func, 500, 500, 0.05, ratio_based, 0.0055820941925, , , , , , , , , 0.0156610012054, 
tf_noop_func, 500, 500, 0.05, n_per_line, 0.013298034668, , , , , , , , , 0.0151400566101, 
tf_noop_func, 500, 500, 0.1, ratio_based, 0.00574588775635, , , , , , , , , 0.0156280994415, 
tf_noop_func, 500, 500, 0.1, n_per_line, 0.0137169361115, , , , , , , , , 0.0155398845673, 
tf_noop_func, 500, 500, 0.15, ratio_based, 0.00589513778687, , , , , , , , , 0.0152719020844, 
