function_type, m, n, sparsity, sparsity_pattern, generation_time, TF_setup, tacotensor_init, tacotensor_insert, B_pack, c_pack, t_compile, t_assemble, t_compute, TF_setup2, tacotensor_init2, tacotensor_insert2, B_pack2, c_pack2, t_compile2, t_assemble2, t_compute2, format, computation_time, computation_time2, memory_usage
split_func2, 250, 250, 0.07, ratio_based, 0.0264887809753, 0.0, 0.0657949447632, 0.559087991714, 1.93579483032, 0.040139913559, 0.0, 0.0, 0.0, 0.0094530582428, 0.0431871414185, 0.00490188598633, 0.0, 0.0, 52.2022109032, 0.0341250896454, 0.0161139965057, 1, 0.0170340538025, 0.0640699863434, 55516
tf_sparse_matmul_func5, 500, 500, 0.01, ratio_based, 0.0149641036987, , , , , , , , , , , , , , , , , -1, 0.00601482391357, 0.0101189613342, 44000
tf_sparse_matmul_func5, 500, 500, 0.02, ratio_based, 0.0309519767761, , , , , , , , , , , , , , , , , -1, 0.00684404373169, 0.0101728439331, 84000
tf_sparse_matmul_func5, 500, 500, 0.03, ratio_based, 0.0509448051453, , , , , , , , , , , , , , , , , -1, 0.00812816619873, 0.0103199481964, 124000
tf_sparse_matmul_func5, 500, 500, 0.04, ratio_based, 0.0555219650269, , , , , , , , , , , , , , , , , -1, 0.00907397270203, 0.0102641582489, 164000
tf_sparse_matmul_func5, 500, 500, 0.05, ratio_based, 0.0726459026337, , , , , , , , , , , , , , , , , -1, 0.00916409492493, 0.0103278160095, 204000
tf_sparse_matmul_func5, 500, 500, 0.06, ratio_based, 0.0911741256714, , , , , , , , , , , , , , , , , -1, 0.0102589130402, 0.0104269981384, 244000
tf_sparse_matmul_func5, 500, 500, 0.07, ratio_based, 0.107693910599, , , , , , , , , , , , , , , , , -1, 0.0110700130463, 0.0103468894958, 284000
split_func2, 500, 500, 0.01, ratio_based, 0.0141780376434, 0.0, 0.0672640800476, 0.356992959976, 1.44783711433, 0.0689108371735, 0.0, 0.0, 0.0, 0.0125339031219, 0.0422210693359, 0.00524997711182, 0.0, 0.0, 54.1157360077, 0.0462889671326, 0.017012834549, 1, 0.016517162323, 0.066262960434, 36016
split_func2, 500, 500, 0.02, ratio_based, 0.0286719799042, 0.0, 0.0552260875702, 0.642176866531, 2.48391294479, 0.0692851543427, 0.0, 0.0, 0.0, 0.0116789340973, 0.0447549819946, 0.00556707382202, 0.0, 0.0, 53.4884388447, 0.047061920166, 0.0197658538818, 1, 0.0191860198975, 0.0655958652496, 66016
split_func2, 500, 500, 0.03, ratio_based, 0.0446979999542, 0.0, 0.0662589073181, 0.908930063248, 3.50946998596, 0.0709528923035, 0.0, 0.0, 0.0, 0.0116169452667, 0.0431141853333, 0.00557398796082, 0.0, 0.0, 54.5152521133, 0.0603270530701, 0.0246341228485, 1, 0.020975112915, 0.0667059421539, 96016
split_func2, 500, 500, 0.04, ratio_based, 0.0585660934448, 0.0, 0.0557141304016, 1.22111701965, 4.48598790169, 0.0725989341736, 0.0, 0.0, 0.0, 0.0127952098846, 0.044025182724, 0.00567197799683, 0.0, 0.0, 53.1925640106, 0.0459470748901, 0.0242810249329, 1, 0.0222458839417, 0.065701007843, 126016
split_func2, 500, 500, 0.05, ratio_based, 0.0722789764404, 0.0, 0.0570619106293, 1.52085804939, 5.47780108452, 0.0708239078522, 0.0, 0.0, 0.0, 0.0107569694519, 0.0418078899384, 0.00509190559387, 0.0, 0.0, 55.1621642113, 0.046728849411, 0.0282402038574, 1, 0.0243668556213, 0.0671801567078, 156016
split_func2, 500, 500, 0.06, ratio_based, 0.0862250328064, 0.0, 0.0551280975342, 1.76931118965, 6.43315982819, 0.0703589916229, 0.0, 0.0, 0.0, 0.0118989944458, 0.058002948761, 0.00541687011719, 0.0, 0.0, 53.4761939049, 0.0454170703888, 0.0310020446777, 1, 0.0266489982605, 0.0655560493469, 186016
split_func2, 500, 500, 0.07, ratio_based, 0.10064291954, 0.0, 0.0540101528168, 2.13420200348, 7.46613693237, 0.0731530189514, 0.0, 0.0, 0.0, 0.0118119716644, 0.0444149971008, 0.0054612159729, 0.0, 0.0, 53.5007250309, 0.0476579666138, 0.0346269607544, 1, 0.0284640789032, 0.0657861232758, 216016
tf_sparse_matmul_func5, 2000, 2000, 0.01, ratio_based, 0.221489906311, , , , , , , , , , , , , , , , , -1, 0.0179860591888, 0.0105149745941, 656000
tf_sparse_matmul_func5, 2000, 2000, 0.02, ratio_based, 0.503247976303, , , , , , , , , , , , , , , , , -1, 0.0312879085541, 0.0112130641937, 1296000
tf_sparse_matmul_func5, 2000, 2000, 0.03, ratio_based, 0.74112701416, , , , , , , , , , , , , , , , , -1, 0.0449371337891, 0.0117168426514, 1936000
tf_sparse_matmul_func5, 2000, 2000, 0.04, ratio_based, 0.931137084961, , , , , , , , , , , , , , , , , -1, 0.0560898780823, 0.013170003891, 2576000
tf_sparse_matmul_func5, 2000, 2000, 0.05, ratio_based, 1.17296695709, , , , , , , , , , , , , , , , , -1, 0.0678911209106, 0.0135428905487, 3216000
tf_sparse_matmul_func5, 2000, 2000, 0.06, ratio_based, 1.40270900726, , , , , , , , , , , , , , , , , -1, 0.0805718898773, 0.0139310359955, 3856000
tf_sparse_matmul_func5, 2000, 2000, 0.07, ratio_based, 1.71692204475, , , , , , , , , , , , , , , , , -1, 0.094377040863, 0.0140759944916, 4496000
tf_sparse_matmul_func5, 7000, 7000, 0.01, ratio_based, 2.86535191536, , , , , , , , , , , , , , , , , -1, 0.168886184692, 0.0176630020142, 7896000
